State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,Average House Price 2020/2021,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",County Name,Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State Name,TotalPop,Men,Women,VotingAgeCitizen,Employed,TractId,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Population
MN,81436,41.7853798,1.160704994,10.33,Minnetonka,415201.9583,77.35964373,3.867982187,Hennepin County,44,959,0.017137241,0.000786276,0.017923517,Minnesota,1224763,604629,620134,877093,674973,27053049043,7.52,68.54,13.13,0.57,6.42,0.03,73940,40923.94,12.45,16.48,47.12,16,22.43,4.69,9.76,72.22,8.23,7.95,3.23,2.91,5.46,23.16,84.85,10.26,4.79,0.1,4.97,51368
IN,70057.5,24.6279447,0.684109575,7.25,Elkhart,159287.625,,,Elkhart County,693,1694,0.032448999,0.013274591,0.04572359,Indiana,202924,100359,102565,135371,94516,18039001401,15.65,74.05,6.35,0.11,1.04,0.04,52221.33,23334.33,15.19,20.88,24.79,14.83,21.25,7.23,31.9,76.35,14.72,0.66,2.12,2.82,3.33,19.31,87.14,7.8,4.84,0.22,5.79,51265
OH,62943.5,18.98907815,0.527474393,9.3,Lakewood,228600.5417,58.71915901,2.935957951,Cuyahoga County,64,645.5,0.013068031,0.001295638,0.014363669,Ohio,1257401,599033,658368,957130,587730,39035153359,5.78,51.59,37.47,0.16,2.5,0.02,48931.75,27743.21,22.37,30.5,35.18,21.72,23.63,5.41,14.05,76.15,8.13,7.45,3.23,1.41,3.62,24.67,83.35,12.53,4.02,0.09,11.49,51143
CA,81426.5,31.42376272,0.872882298,14,Glendora,682879.375,151.1822752,7.559113758,Los Angeles County,101,1200,0.023221612,0.001954486,0.025176097,California,10105722,4979641,5126081,6218279,4805817,6037408065,47.87,27.19,7.77,0.28,14.16,0.24,66053.55,31389.41,17.32,22.19,35.24,19.39,24.14,7.92,13.32,73,9.66,6.74,2.89,2.34,5.36,30.99,79.32,11.2,9.32,0.16,7.91,51074
MS,46939.5,23.50186048,0.652829458,7.25,Southaven,200151.2917,,,DeSoto County,158,1618,0.02816117,0.002749978,0.030911148,Mississippi,173267,83838,89429,124156,85681,28033070580,5.08,65.28,26.5,0.14,1.1,0.02,60047.94,26216.12,11.6,15.14,29.81,16.05,25.84,11.1,17.22,88.34,8.37,0.23,0.35,0.71,2,24.92,83.01,11.87,5.1,0.03,6.9,50997
WV,50616,35.67580453,0.99099457,8.75,Charleston,128524.9167,30.37478051,1.518739025,Kanawha County,355.5,1865,0.040764016,0.007767217,0.048531233,West Virginia,187827,90415,97412,148416,81941,54039008212,1.24,85.12,8.93,0.11,0.95,0,47714.15,27547.19,18.22,26.44,36.68,19.24,27.31,7.71,9.05,80.32,9.34,2.75,4.06,0.96,2.58,20.58,75.66,20.28,3.91,0.15,6.71,50821
MO,64337.5,24.10954139,0.669709483,11.15,Joplin,131983.8667,,,Newton County,304.5,3371.5,0.066168836,0.005976381,0.072145216,Missouri,58237,28926,29311,42846,27120,29145020551,5.48,85.98,0.94,2.22,1.41,0.93,46930.25,25349.42,13.32,15.78,29.07,17.02,23.33,10.63,19.94,80.83,10.97,0.12,1.55,1.36,5.17,21.56,82.81,10.12,6.68,0.38,5.52,50789
OK,57508.5,19.50561968,0.541822769,7.25,Enid,89278.58333,64.92243997,3.246121999,Garfield County,197,1337.5,0.026948669,0.003968473,0.030917142,Oklahoma,62421,30927,31494,43738,27796,40047001059,10.61,77.36,2.85,1.91,0.73,2.37,53365.17,25695.5,12.89,15.42,28.3,18.06,21,14.85,17.8,84.07,9.57,0.24,1.13,2.1,2.91,16.78,80.39,13.02,6.42,0.17,5.12,50725
FL,60097,25.52712219,0.709086727,10,Palm Beach Gardens,438679.6667,114.1475088,5.707375442,Palm Beach County,65,999,0.017039349,0.001108666,0.018148015,Florida,1426772,691154,735618,994387,655496,12099025474,19,60.11,16.73,0.09,2.32,0.03,63441.32,39902.55,13.51,18.13,37.28,20.9,26.49,8.29,7.05,77.23,9.15,1.99,1.63,2.13,7.87,24.97,82.92,9.59,7.3,0.2,7.54,50699
NJ,89051,34.3871061,0.955197392,13,Plainfield,331716.625,86.58846816,4.329423408,Union County,228,733,0.01456301,0.004529831,0.019092842,New Jersey,557320,271607,285713,352205,278003,34039035040,31.43,39.15,21.31,0.08,4.62,0.01,81203.01,37057.52,10.74,14.38,35.69,17.7,23.96,7.41,15.25,67.98,8.19,11.64,2.96,5.56,3.67,30.85,83,12.81,4.06,0.14,7.62,50588
NE,76865.5,45.30698792,1.258527442,9,Grand Island,171915.1667,,,Hall County,194,1159.5,0.022558525,0.00377401,0.026332535,Nebraska,61233,30843,30390,39027,31740,31079000750,24.97,70.14,1.95,0.31,1.07,0.23,56304.43,27037.5,12.74,18.71,27.43,16.12,22.61,11.74,22.1,81.56,11.84,0.73,1.19,1.54,3.13,17.09,82.41,12.12,5.41,0.06,5.35,50550
CA,81426.5,31.42376272,0.872882298,14,Palm Desert,418433.7083,70.55691617,3.527845809,Riverside County,125,1564,0.029064689,0.002322945,0.031387634,California,2355002,1171711,1183291,1487322,978726,6065072649,47.27,38.75,5.61,0.4,5.29,0.26,62735.91,26414.65,16.35,22.05,28.56,21.76,24.65,11.72,13.31,76.78,12.66,1.35,1.82,1.82,5.57,31.87,77.77,13.92,8.14,0.16,10.01,50508
NC,63071.5,26.51571345,0.736547596,7.25,Huntersville,371409.625,53.78244497,2.689122248,Mecklenburg County,98.5,808,0.0134865,0.00164294,0.01512944,North Carolina,1034290,497122,537168,693738,537798,37119016928,12.52,47.37,32,0.22,5.07,0.06,66993.89,35603.96,14.61,19.54,41.92,16.88,24.31,6.93,9.96,76.81,9.7,3.58,1.85,1.48,6.58,25.76,86.63,8.58,4.69,0.11,7.18,50458
OR,81149,47.9633,1.332313889,12.75,Tigard,508903.2917,109.1845323,5.459226616,Washington County,131.5,1508.5,0.02662808,0.002319457,0.028947537,Oregon,572071,282381,289690,384659,292979,41067031830,16.46,68.31,1.8,0.28,8.68,0.36,76556.82,34970.82,10.45,13.66,44.12,15.67,23.05,7.23,9.93,73.27,10.14,6.11,2.59,1.81,6.08,24.88,84.52,9.6,5.75,0.13,5.51,50444
KS,76237,26.37833784,0.732731607,7.25,Lenexa,341517.6667,,,Johnson County,106.5,911,0.016049726,0.001876085,0.01792581,Kansas,578797,283504,295293,409010,312189,20091073979,7.69,80.19,4.67,0.22,4.68,0.04,86600.61,42539.98,6.18,7.32,50.18,12.96,24.14,4.99,7.72,84.76,7.08,0.33,0.95,0.97,5.91,20.7,84.18,10.38,5.32,0.13,3.57,50344
MI,65943.5,18.8016854,0.522269039,9.87,Saginaw,87404.16667,-0.125139394,-0.00625697,Saginaw County,1054.5,728.5,0.015297746,0.022144244,0.037441991,Michigan,193803,94017,99786,149219,82297,26145007970,8.85,65.51,21.96,0.21,0.96,0.01,44524.84,23699.05,20.56,25.39,27.09,24.46,23.49,8.29,16.68,82.04,9.69,0.87,2.3,1.13,3.98,21.47,85.06,10.91,3.87,0.16,9.76,50303
MI,65943.5,18.8016854,0.522269039,9.87,Kentwood,237494.8333,63.56308824,3.178154412,Kent County,204.5,1241,0.023800384,0.00392068,0.027721064,Michigan,636376,313134,323242,450147,321583,26081008725,11.3,72.49,10.25,0.27,2.6,0.02,58986.54,28651.24,14.94,18.24,34.82,16.83,23.09,7.65,17.62,79.35,10.06,2.58,2.35,1.61,4.06,21.08,88.22,7,4.65,0.12,5.81,50233
FL,60097,25.52712219,0.709086727,10,Doral,367703.5833,108.2413892,5.412069461,Miami-Dade County,63,1238,0.018092802,0.000920716,0.019013518,Florida,2702602,1311997,1390605,1578079,1272735,12086028896,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47,50213
MN,81436,41.7853798,1.160704994,10.33,Apple Valley,319798,72.03258066,3.601629033,Dakota County,78.5,1008.5,0.01812866,0.001411775,0.019540435,Minnesota,414655,204016,210639,296543,231109,27037060747,6.76,79.29,5.89,0.23,4.74,0.03,82693,38642.78,7.24,9.95,42.06,15.61,24.28,6.46,11.59,81.15,8.31,3.35,1.15,1.01,5.04,23.97,84.07,11.58,4.25,0.09,3.97,50201
TX,69501.5,24.64076451,0.684465681,7.25,Grapevine,408156.6667,80.8184139,4.040920695,Tarrant County,99,1228,0.021621622,0.001743111,0.023364733,Texas,1983675,971142,1012533,1270469,974947,48439113204,29.36,47.88,15.65,0.27,4.4,0.18,65586.95,30351.79,15.13,20.54,34.43,17.07,24.67,10.08,13.76,81.58,10.84,0.72,1.35,1.29,4.23,26.44,83.09,10.88,5.88,0.15,5.67,50195
CA,81426.5,31.42376272,0.872882298,14,Aliso Viejo,696093.1667,140.7395547,7.036977734,Orange County,28,387,0.007552104,0.000546405,0.008098509,California,3155816,1558245,1597571,2021028,1560997,6059067548,32.62,44.35,1.55,0.22,18.09,0.31,86921.18,38987.37,11.36,13.84,41.08,17.18,25.13,6.7,9.9,78.6,9.56,2.09,1.95,1.98,5.82,27.51,81.24,10.58,7.98,0.2,5.85,50175
WA,86402.5,40.24041857,1.117789405,14.49,Sammamish,1156332.417,145.2078316,7.260391578,King County,18,501.5,0.007500172,0.000269196,0.007769368,Washington,2118119,1058695,1059424,1459791,1140353,53033023022,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09,50169
AZ,70520.5,40.35643342,1.121012039,12.8,Casa Grande,245105.4583,59.83808433,2.991904216,Pinal County,314,1363,0.021784995,0.0050187,0.026803695,Arizona,405537,211665,193872,286075,144930,4021038646,30.69,56.97,3.61,4.54,1.65,0.31,50508.56,23521.12,17.2,24.6,28.23,23.24,25.39,10.96,12.18,77.85,11.64,0.23,2.27,2.06,5.95,29.77,75.87,17.87,6,0.27,8.32,50111
FL,60097,25.52712219,0.709086727,10,Pinellas Park,214638.6174,107.7405215,5.387026075,Pinellas County,187,1788,0.033041357,0.003455668,0.036497025,Florida,949842,456017,493825,746969,438915,12103033035,8.61,75.53,9.95,0.22,3.19,0.09,51968.46,33146.87,13.82,18.63,38.03,18.54,27.94,7.09,8.4,78.8,7.53,1.98,1.79,2.95,6.95,24.65,83.58,10.63,5.64,0.15,6.52,49998
NY,72392.5,38.80352163,1.077875601,13.2,Troy,200316.7083,90.34734708,4.517367354,Rensselaer County,330,1411,0.028765392,0.006727554,0.035492946,New York,159800,78800,81000,124423,80468,36083048356,4.79,83.39,6.31,0.04,2.17,0,62666,32117.98,14.32,20.03,38.39,17.92,23.69,8.72,11.29,79.05,9.17,3.32,4.34,0.8,3.3,24.99,73.51,21.33,5,0.16,6.14,49974
CA,81426.5,31.42376272,0.872882298,14,West Sacramento,434271.6667,140.9904988,7.049524939,Yolo County,211,1505,0.027835318,0.003902493,0.031737812,California,212605,103617,108988,142947,95944,6113010699,30.14,49.01,2.14,0.25,13.38,0.35,66327.78,32074.8,20.05,15.42,45.6,18.04,18.54,8.64,9.17,65.99,11.21,4.01,3.37,10.25,5.18,22.92,65.91,27.88,6.16,0.05,7.1,49891
WA,86402.5,40.24041857,1.117789405,14.49,Burien,527013.125,126.6486213,6.332431065,King County,244.5,2318,0.044816094,0.00472711,0.049543204,Washington,2118119,1058695,1059424,1459791,1140353,53033023022,9.37,62.08,5.95,0.51,15.95,0.8,89396.07,46201.38,10.42,11.87,49.82,15.35,20.12,5.79,8.91,64.09,9.58,12.54,4.55,2.59,6.66,29.24,81.59,12.27,5.98,0.16,5.09,49858
CO,86321.5,19.56240955,0.543400265,12.56,Commerce City,422649.625,98.20602268,4.910301134,Adams County,346.5,2325.5,0.037862452,0.005642838,0.04350529,Colorado,487850,245840,242010,306416,246450,8001021181,39.98,50.52,2.84,0.5,3.99,0.11,66066.82,27380.06,12.81,16.67,28.96,19.2,23.67,14.47,13.71,77.03,11.41,4,1.45,1.11,5,28.88,83.93,10.83,5.13,0.11,5.19,49799
LA,55391,16.10763852,0.447434403,7.25,Monroe,126786.5,50.54440545,2.527220272,Ouachita Parish,1321.5,2769,0.058953291,0.028133718,0.087087009,Louisiana,156433,75019,81414,115331,64288,22073030556,2.01,53.05,42.82,0.23,0.94,0,39109.9,21045.08,28.68,39.41,29.73,22.47,26.7,8.89,12.21,83.05,10.59,1.83,1.3,1.32,1.91,19.11,80.74,15.61,3.54,0.12,9.32,49761
CA,81426.5,31.42376272,0.872882298,14,Cerritos,803333.5833,140.8483402,7.042417009,Los Angeles County,100,1362,0.027266176,0.002001922,0.029268097,California,10105722,4979641,5126081,6218279,4805817,6037408065,47.87,27.19,7.77,0.28,14.16,0.24,66053.55,31389.41,17.32,22.19,35.24,19.39,24.14,7.92,13.32,73,9.66,6.74,2.89,2.34,5.36,30.99,79.32,11.2,9.32,0.16,7.91,49707
IL,78529,33.27867744,0.924407707,12,Downers Grove,357252.6667,54.8224719,2.741123595,DuPage County,,,,,,Illinois,931826,457327,474499,646717,486850,17043843615,13.81,68.36,4.35,0.06,11.31,0.03,90952.52,42366.41,6.68,8.44,46.04,12.76,25.55,5.35,10.29,77.3,7.01,6.9,1.61,1.08,6.1,29.32,86.56,9.17,4.11,0.17,5.17,49670
FL,60097,25.52712219,0.709086727,10,Coral Gables,927691.6667,133.9075603,6.695378016,Miami-Dade County,51,1167,0.023332067,0.001019653,0.02435172,Florida,2702602,1311997,1390605,1578079,1272735,12086028896,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47,49631
NC,63071.5,26.51571345,0.736547596,7.25,Wilson,138517.9432,,,Wilson County,276.5,1333,0.026931653,0.005586226,0.032517879,North Carolina,81379,38532,42847,58699,35115,37195000874,11.21,42.8,43.68,0.24,0.49,0,40913.16,21353.47,25.12,38.54,25.36,20.78,21.22,12.19,20.44,81.47,10.31,0.16,1.57,4.89,1.58,21.29,82.56,12.47,4.86,0.11,10.65,49628
NY,72392.5,38.80352163,1.077875601,13.2,Niagara Falls,117297.0833,69.774322,3.4887161,Niagara County,366,1368,0.029020556,0.007764272,0.036784828,New York,212675,103592,109083,166384,100990,36063068018,3.01,81.54,9.83,2.03,1.06,0.05,49552.33,26425.12,16.51,20.72,29.91,20.31,27.06,8.34,14.38,84.61,6.7,1.42,2.85,1.89,2.53,21.57,82.02,13.98,3.93,0.06,7.46,49468
CA,81426.5,31.42376272,0.872882298,14,Poway,854527.0417,132.8594861,6.642974305,San Diego County,53,366,0.007397078,0.001071162,0.008468239,California,3283665,1651147,1632518,2207599,1536073,6073014114,33.23,47.5,4.68,0.37,10.43,0.38,75402.8,34856.11,13.41,16.07,40.1,20.1,23.09,8.08,8.64,76.05,8.87,3.28,2.52,2.25,7.02,25.85,77.07,14.65,8.09,0.19,7.25,49417
MN,81436,41.7853798,1.160704994,10.33,Edina,543494.5417,83.29472167,4.164736083,Hennepin County,40,984.5,0.01851655,0.000751888,0.019268438,Minnesota,1224763,604629,620134,877093,674973,27053049043,7.52,68.54,13.13,0.57,6.42,0.03,73940,40923.94,12.45,16.48,47.12,16,22.43,4.69,9.76,72.22,8.23,7.95,3.23,2.91,5.46,23.16,84.85,10.26,4.79,0.1,4.97,49376
OH,62943.5,18.98907815,0.527474393,9.3,Cuyahoga Falls,156604.9583,23.22614169,1.161307085,Summit County,37,961,0.01958786,0.000754163,0.020342023,Ohio,541318,262534,278784,412765,264003,39153518249,2.01,74.22,17.91,0.19,2.67,0.02,55172.12,28946.33,16.93,22.16,34.23,18.95,26.13,6.39,14.29,83.56,8.01,2.79,1.72,0.63,3.29,22.59,85.51,10.25,4.16,0.09,7.94,49267
CA,81426.5,31.42376272,0.872882298,14,Rancho Santa Margarita,721049.9583,145.2722555,7.263612774,Orange County,19,282,0.005888003,0.000396709,0.006284712,California,3155816,1558245,1597571,2021028,1560997,6059067548,32.62,44.35,1.55,0.22,18.09,0.31,86921.18,38987.37,11.36,13.84,41.08,17.18,25.13,6.7,9.9,78.6,9.56,2.09,1.95,1.98,5.82,27.51,81.24,10.58,7.98,0.2,5.85,49228
PA,73360.5,47.61021431,1.322505953,7.25,Harrisburg,179505.125,-5.703347592,-0.28516738,Dauphin County,422,876,0.017788969,0.008569572,0.026358541,Pennsylvania,273329,132330,140999,203188,134706,42043022889,8.81,64.35,20.04,0.13,3.85,0.04,55731.02,30030.65,14.83,19.93,36.22,19.23,25.29,5.71,13.52,76.45,9.63,3.59,4.48,1.78,4.06,21.69,79.52,16.21,4.06,0.2,6.45,49188
WV,50616,35.67580453,0.99099457,8.75,Huntington,90925.41667,43.456204,2.1728102,Cabell County,330.5,1585,0.035533523,0.007408313,0.042941836,West Virginia,96100,47121,48979,76234,39455,54011004300,1.8,87.43,6.62,0.16,1.39,0.06,35700.97,22839.62,29.72,37.58,34.49,22.81,27,6.05,9.65,77.57,7.56,2.16,6.79,2.7,3.24,19,80.26,15.73,3.9,0.1,7.15,49177
CA,81426.5,31.42376272,0.872882298,14,La Mirada,672883.7083,157.199228,7.859961401,Los Angeles County,92,698,0.014498172,0.001910934,0.016409106,California,10105722,4979641,5126081,6218279,4805817,6037408065,47.87,27.19,7.77,0.28,14.16,0.24,66053.55,31389.41,17.32,22.19,35.24,19.39,24.14,7.92,13.32,73,9.66,6.74,2.89,2.34,5.36,30.99,79.32,11.2,9.32,0.16,7.91,49133
CA,81426.5,31.42376272,0.872882298,14,Cypress,774516.4167,150.7079453,7.535397267,Orange County,60,727,0.014799283,0.001221399,0.016020682,California,3155816,1558245,1597571,2021028,1560997,6059067548,32.62,44.35,1.55,0.22,18.09,0.31,86921.18,38987.37,11.36,13.84,41.08,17.18,25.13,6.7,9.9,78.6,9.56,2.09,1.95,1.98,5.82,27.51,81.24,10.58,7.98,0.2,5.85,49087
ID,73379.5,33.12013401,0.920003723,7.25,Caldwell,313526.25,,,Canyon County,,,,,,Idaho,207027,102480,104547,135592,88055,16027021156,25.38,70.45,0.42,0.63,0.77,0.2,44454.41,19458.48,19.81,24.71,25.46,19.22,23.87,15.01,16.44,77.65,11.6,0.38,1.96,2,6.38,24.18,81.28,11.36,6.95,0.4,7.91,48957
UT,87782,55.97889494,1.554969304,7.25,Logan,293223.0417,,,Cache County,89.5,652,0.012547565,0.001722806,0.014270371,Utah,120288,60247,60041,78436,56905,49005038428,9.96,84.26,0.61,0.38,2.28,0.55,57626.58,22281.08,15.27,15.72,37.83,15.61,21.85,7.82,16.87,73.6,12.09,1.9,3.95,2.76,5.72,18.12,77.58,17.59,4.66,0.17,3.75,48913
TX,69501.5,24.64076451,0.684465681,7.25,Galveston,269795.7083,,,Galveston County,302,1331,0.02645019,0.006001471,0.03245166,Texas,321184,158564,162620,225661,149076,48167726991,24.66,54.44,16.16,0.35,2.66,0.03,61494.42,31712.21,17.23,24.84,36.59,21.21,22.18,9.86,10.16,77.9,11.07,0.97,3.34,2.72,4,25.89,75.27,17.67,6.95,0.12,8.18,48733
WI,70248,38.16464394,1.060128998,7.25,Sheboygan,149002.125,,,Sheboygan County,162,758,0.015875156,0.003393515,0.01926867,Wisconsin,115094,57875,57219,86298,59570,55117043226,6.03,85.41,1.76,0.23,4.93,0.01,57781.65,28844.65,8.47,10.98,29.23,16.47,21.03,8.47,24.78,82.94,7.64,0.35,3.21,1.79,4.07,18.7,86.76,8.35,4.73,0.16,4.26,48725
OH,62943.5,18.98907815,0.527474393,9.3,Middletown,131585.4583,14.63320358,0.731660179,Butler County,143.5,1305,0.026694957,0.002935922,0.029630878,Ohio,375702,184149,191553,275267,180865,39017010442,4.54,81.35,8.72,0.14,2.58,0.08,62315.22,28366.11,15.64,20.4,34.69,18.23,24.47,7.32,15.3,82.93,8.12,0.66,3.2,0.98,4.11,23.81,85.21,10.52,4.19,0.09,6.61,48630
UT,87782,55.97889494,1.554969304,7.25,Murray,436441.75,97.17660948,4.858830474,Salt Lake County,214,3052.5,0.062464873,0.004378153,0.066843026,Utah,1106700,555589,551111,718732,564689,49035114540,17.24,72.59,1.68,0.71,3.91,1.45,72047.07,31394.6,11.15,13.42,39.51,14.93,26,7.71,11.84,74.44,11.42,4.09,2.52,2.01,5.53,21.69,82.02,13.18,4.66,0.14,4.32,48612
NM,53373,9.546144564,0.265170682,11.5,Roswell,120738.8333,,,Chaves County,,,,,,New Mexico,65454,32536,32918,43143,26659,35005000794,55.99,40.32,1.47,0.71,0.47,0.03,45408.06,21247.25,20.66,28.01,27.54,21.91,22.98,15.05,12.52,80.63,11.72,0.79,1.98,1.18,3.71,19.47,72.89,19.87,7.01,0.21,6.51,48611
CO,86321.5,19.56240955,0.543400265,12.56,Parker,575170.8333,86.0123785,4.300618925,Douglas County,80.5,972,0.016266573,0.00134725,0.017613823,Colorado,320940,159804,161136,222455,169625,8035014151,8.1,83.44,1.06,0.2,4.34,0.06,111456.43,48748.74,3.94,4.31,53.63,11.72,24.6,4.83,5.2,77.84,6.53,1.91,1.08,1.49,11.15,27.83,83.43,11.11,5.32,0.13,3.37,48608
TX,69501.5,24.64076451,0.684465681,7.25,Bedford,290883.1667,79.72203711,3.986101856,Tarrant County,131,1056,0.021599383,0.00268178,0.024281164,Texas,1983675,971142,1012533,1270469,974947,48439113204,29.36,47.88,15.65,0.27,4.4,0.18,65586.95,30351.79,15.13,20.54,34.43,17.07,24.67,10.08,13.76,81.58,10.84,0.72,1.35,1.29,4.23,26.44,83.09,10.88,5.88,0.15,5.67,48592
MI,65943.5,18.8016854,0.522269039,9.87,East Lansing,236348.75,46.35077934,2.317538967,Ingham County,96.5,829,0.017336771,0.00202063,0.019357401,Michigan,286185,139183,147002,213651,137687,26065052425,8.17,68.78,10.95,0.66,6.37,0.03,50465.57,25774.13,22.1,23.82,39.6,20.48,22.77,5.38,11.76,72.48,9.02,4.59,7.03,2.92,3.97,19.62,74.95,20.34,4.5,0.2,8.72,48554
MA,89239,38.43026286,1.067507302,14.25,Methuen,434170.4167,100.2475164,5.012375821,Essex County,74.5,433,0.008450664,0.001451655,0.009902319,Massachusetts,775860,373886,401974,555798,397621,25009236310,21.27,70.14,3.22,0.09,3.39,0.02,77828.52,37557.25,11.57,15.06,39.81,19.57,22.4,7.14,11.08,72.87,8.86,6.17,3.68,2.67,5.75,29.7,82.3,11.28,6.25,0.17,6.08,48514
CA,81426.5,31.42376272,0.872882298,14,Covina,606374.5833,175.1102088,8.755510441,Los Angeles County,152,1110,0.023411301,0.003205872,0.026617173,California,10105722,4979641,5126081,6218279,4805817,6037408065,47.87,27.19,7.77,0.28,14.16,0.24,66053.55,31389.41,17.32,22.19,35.24,19.39,24.14,7.92,13.32,73,9.66,6.74,2.89,2.34,5.36,30.99,79.32,11.2,9.32,0.16,7.91,48508
LA,55391,16.10763852,0.447434403,7.25,Alexandria,146178.7083,55.31761497,2.765880748,Rapides Parish,846,3294,0.072134839,0.018526728,0.090661567,Louisiana,132080,63888,68192,96874,53417,22079041546,2.27,55.95,37.92,0.58,1.67,0.01,40342.59,23084.45,21.62,29.95,30.39,24.28,23.83,9.38,12.12,80.26,9.75,2.81,2.26,2.93,1.99,21.66,75.86,19.64,4.27,0.22,8.48,48426
WA,86402.5,40.24041857,1.117789405,14.49,Olympia,417211.4583,118.2821798,5.914108988,Thurston County,256.5,1920,0.035570993,0.004756425,0.040327418,Washington,269885,132099,137786,202828,122976,53067031240,8.15,76.62,2.59,1.46,5.36,0.77,67497.59,32490.61,11.99,15.89,41.28,16.51,23.85,8.29,10.07,79.13,9.45,1.71,2.46,2.38,4.87,25.59,64.02,29.82,5.95,0.22,7.78,48338
OH,62943.5,18.98907815,0.527474393,9.3,Euclid,108174.5833,-10.60569417,-0.530284709,Cuyahoga County,240,1327,0.02867825,0.005186722,0.033864972,Ohio,1257401,599033,658368,957130,587730,39035153359,5.78,51.59,37.47,0.16,2.5,0.02,48931.75,27743.21,22.37,30.5,35.18,21.72,23.63,5.41,14.05,76.15,8.13,7.45,3.23,1.41,3.62,24.67,83.35,12.53,4.02,0.09,11.49,48139
KS,76237,26.37833784,0.732731607,7.25,Salina,141367.3106,,,Saline County,232,1656,0.035912561,0.005031228,0.040943789,Kansas,55334,27331,28003,40522,27700,20169000650,10.55,80.46,3.39,0.28,2.32,0.05,52051.5,27438.58,12.63,15.22,31.78,18.23,20.52,9.3,20.16,82.52,8.92,0.91,1.82,3.12,2.7,15.04,82.78,12.41,4.53,0.27,4.42,47846
CA,81426.5,31.42376272,0.872882298,14,Azusa,536130.7917,183.3309345,9.166546723,Los Angeles County,155,975,0.019355607,0.003077045,0.022432652,California,10105722,4979641,5126081,6218279,4805817,6037408065,47.87,27.19,7.77,0.28,14.16,0.24,66053.55,31389.41,17.32,22.19,35.24,19.39,24.14,7.92,13.32,73,9.66,6.74,2.89,2.34,5.36,30.99,79.32,11.2,9.32,0.16,7.91,47842
OH,62943.5,18.98907815,0.527474393,9.3,Newark,163280.9167,57.99536506,2.899768253,Licking County,134,1734,0.034133558,0.002638042,0.0367716,Ohio,170678,83575,87103,129195,83030,39089754963,1.58,91.32,3.61,0.14,0.88,0,59115.75,27972.72,13.11,19.52,33.65,17.71,25.05,9.01,14.57,83.33,8.85,0.36,2.38,1.22,3.87,25.27,81.92,12.37,5.64,0.06,6.52,47777
VA,83160.5,30.43715185,0.84547644,11,Leesburg,630039.7083,103.6935066,5.184675328,Loudoun County,115.5,562,0.010135799,0.002084489,0.012220288,Virginia,374558,185575,188983,231130,201528,51107616699,13.9,59.41,7.19,0.23,15.23,0.07,129669.7,50391.02,3.88,4.43,56.44,13.38,20.46,4.4,5.31,77.06,9.11,3.45,1.84,1.09,7.46,33.42,78.53,16.54,4.73,0.2,3.82,47673
MS,46939.5,23.50186048,0.652829458,7.25,Hattiesburg,155845,,,Forrest County,180.5,2383,0.051985248,0.003937792,0.055923039,Mississippi,75835,36106,39729,57023,32089,28035005235,3.79,52.16,40.99,0.22,0.92,0.02,38208.82,20731.47,30.24,40.21,32.14,19.36,25.54,9.16,13.82,77.99,9.09,0.52,2.27,8.59,1.56,20.28,77.39,18.69,3.89,0.03,12.37,47556
MI,65943.5,18.8016854,0.522269039,9.87,Roseville,125547.75,20.5175703,1.025878515,Macomb County,236,1165.5,0.02495087,0.005053878,0.030004749,Michigan,864019,420439,443580,645252,414453,26099260619,2.61,78.88,12.18,0.25,3.72,0.03,57919.26,28405.07,13.89,18.34,31.49,18.63,24.43,7.78,17.67,86.33,8.27,0.99,1.06,0.95,2.4,26.78,87.31,8.61,3.93,0.15,7.37,47555
FL,60097,25.52712219,0.709086727,10,Bonita Springs,396321.1667,65.52817161,3.27640858,Lee County,,,,,,Florida,700165,342731,357434,515732,287128,12071039387,16.68,72.78,7.41,0.14,1.59,0.02,55875.38,33513.12,14.36,19.96,32.76,20.09,27.43,11.63,8.08,77.43,9.32,1,1.27,3.35,7.61,26.89,82.33,10.24,7.26,0.17,6.95,47547
